Variacoes - JANEIRO - MARÇO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,NACIONAL
 LEITE EM PÓ,-0.64,2.81,0.0,0.1200000000000001,-2.24,0.0,-6.23,1.42,0.8699999999999999,2.56,2.84,0.24,2.17,-0.9700000000000001
 QUEIJO,-2.6900000000000004,4.88,2.7,-3.0700000000000003,0.33,-0.9299999999999997,-4.7700000000000005,-1.17,2.27,1.27,1.0099999999999998,-2.37,-3.56,0.08000000000000007
 CREME DE LEITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,6.63
 IOGURTE E BEBIDAS LÁCTEAS,3.6599999999999997,5.02,2.94,6.31,-1.0100000000000002,1.31,1.3900000000000001,5.0600000000000005,1.58,3.13,3.9899999999999998,-1.2799999999999998,3.7800000000000002,1.9
 MANTEIGA,0.0,0.0,0.0,12.82,0.0,0.0,-2.38,13.25,3.2399999999999998,0.0,0.0,6.1,0.0,5.53
 PANIFICADOS,2.7800000000000002,0.26,1.04,1.17,1.02,0.41000000000000003,-1.7100000000000002,0.96,3.6500000000000004,-0.040000000000000036,0.6000000000000001,2.5,0.44,1.1600000000000001
 BISCOITO,1.81,1.4,0.6400000000000001,-0.74,-1.26,2.2,-2.21,1.18,-0.10999999999999988,0.6199999999999999,0.18000000000000005,0.8699999999999999,-1.6400000000000001,0.029999999999999978
 PÃO FRANCÊS,2.49,-0.8600000000000001,1.1300000000000001,1.6600000000000001,0.29000000000000004,-0.32999999999999996,-1.79,1.0,5.7,-1.24,0.010000000000000037,2.38,1.88,1.01
 PÃO DOCE,3.71,3.2800000000000002,-1.2400000000000002,0.0,0.52,2.17,-4.13,-1.6799999999999997,-0.3400000000000001,0.23000000000000032,0.0,2.74,-2.9499999999999997,0.62
 PÃO DE FORMA,4.08,-3.88,3.32,0.0,4.92,1.15,0.0,0.0,0.0,5.53,5.5,7.930000000000001,-2.8600000000000003,3.21
 BOLO,8.04,6.95,2.48,6.39,11.129999999999999,0.10000000000000007,4.26,1.26,5.83,0.2599999999999998,4.64,3.07,0.98,6.04
 PÃO DE QUEIJO,0.0,0.0,1.2000000000000002,0.0,0.0,-0.3500000000000001,0.0,0.0,0.0,0.0,-0.33999999999999986,0.0,0.0,0.62
 ÓLEOS E GORDURAS,4.4,7.01,5.890000000000001,3.81,5.85,1.67,10.620000000000001,4.43,4.6899999999999995,9.709999999999999,3.4699999999999998,7.58,3.57,5.93
 ÓLEO DE SOJA,5.419999999999999,5.890000000000001,5.51,4.890000000000001,9.59,1.8900000000000001,16.130000000000003,4.9,3.1599999999999997,12.88,3.33,8.92,4.6,7.46
 AZEITE DE OLIVA,-2.9000000000000004,0.0,0.0,0.0,-0.3800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-3.67,0.0,-1.41
 MARGARINA,7.1,9.65,7.25,2.8899999999999997,1.9,1.46,0.9100000000000001,3.87,7.48,3.11,4.19,11.04,0.5700000000000003,4.49
 BEBIDAS E INFUSÕES,1.22,0.6699999999999999,0.5599999999999999,0.89,0.3600000000000001,2.77,7.289999999999999,1.08,1.8399999999999999,0.8300000000000001,2.34,2.91,1.02,1.3499999999999999
 SUCO DE FRUTAS,-0.040000000000000036,3.8900000000000006,0.08999999999999969,2.3099999999999996,-1.9800000000000004,4.01,-0.09000000000000008,2.3,-2.76,-1.2299999999999998,2.7600000000000002,2.0,1.5,-0.4099999999999999
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,22.18,0.0,0.0,0.0,0.0,0.0,0.0,22.18
 CAFÉ MOÍDO,5.11,0.94,5.45,4.03,4.8500000000000005,6.050000000000001,2.4,5.640000000000001,10.030000000000001,3.9900000000000007,8.040000000000001,6.49,3.3499999999999996,5.109999999999999
 CAFÉ SOLÚVEL,0.0,-0.52,0.0,3.4800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000001
 CHÁ,0.0,-0.4600000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,-1.5399999999999998,-0.45999999999999996
 REFRIGERANTE E ÁGUA MINERAL,0.86,1.92,-0.3700000000000001,0.009999999999999998,0.6200000000000001,1.99,1.62,-0.3500000000000001,-0.2200000000000001,1.33,0.75,3.66,1.54,0.7100000000000001
 CERVEJA,-0.65,-1.4900000000000002,-4.09,-1.2100000000000002,-2.71,-0.010000000000000009,1.91,-6.800000000000001,-2.12,-2.59,-0.4999999999999999,0.5499999999999999,-1.03,-2.08
 OUTRAS BEBIDAS ALCOÓLICAS,0.5700000000000001,1.9800000000000002,2.2600000000000002,-0.17999999999999994,0.47,3.8000000000000003,-1.03,0.49,-0.9199999999999999,1.6099999999999999,1.5800000000000003,-1.88,0.0,0.73
 ENLATADOS E CONSERVAS,-1.92,0.79,0.12,2.49,2.2699999999999996,2.06,-1.6400000000000001,1.53,1.75,-1.17,0.6699999999999999,-2.75,-0.96,0.62
 COCO RALADO,0.0,0.0,0.0,0.0,6.83,2.4699999999999998,0.0,0.0,0.0,0.9,0.0,0.0,2.6900000000000004,4.6
 ERVILHA EM CONSERVA,-0.5599999999999999,1.5299999999999998,0.0,0.0,0.0,8.16,0.0,0.0,4.83,0.0,0.0,0.0,4.87,1.88
 PALMITO EM CONSERVA,2.0300000000000002,0.0,4.0600000000000005,0.0,3.9299999999999997,0.0,0.0,0.0,0.0,-0.26999999999999924,-1.3199999999999998,-5.93,0.0,2.2800000000000002
 PEPINO EM CONSERVA,0.0,0.15999999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2699999999999996,0.0,0.0,-0.5599999999999999,-0.3899999999999999
 SARDINHA EM CONSERVA,-3.4000000000000004,-2.94,-3.26,1.1400000000000001,-0.7200000000000002,0.0,-0.33000000000000007,0.24000000000000005,-2.73,1.32,-1.32,-1.06,-1.56,-0.9
 SALSICHA EM CONSERVA,0.0,0.0,0.0,7.4399999999999995,0.0,2.31,-0.11999999999999994,3.8899999999999997,0.0,0.0,0.0,0.0,0.0,2.54
 CARNE EM CONSERVA,0.0,0.0,0.0,2.83,0.0,0.0,-5.539999999999999,3.02,0.0,0.0,0.0,0.0,0.0,-0.5900000000000001
 PATÊ,1.33,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000001
 SOPA  DESIDRATADA,0.0,7.619999999999999,-0.44000000000000006,0.0,4.0,2.92,0.0,0.0,0.0,0.0,3.6400000000000006,1.41,0.0,3.19
 AZEITONA,0.3899999999999999,0.0,3.05,5.299999999999999,3.16,-0.6000000000000001,-1.17,0.0,0.8099999999999996,-3.51,2.96,-6.05,-3.3000000000000003,1.2800000000000002
 MILHO-VERDE EM CONSERVA,-4.68,1.91,-1.1599999999999993,1.1,0.9300000000000002,1.44,-0.8300000000000001,3.6199999999999997,7.84,-2.02,-2.32,-1.45,-1.19,0.0
 ATUM EM CONSERVA,-4.46,-1.3700000000000006,-2.72,0.0,0.8600000000000001,1.0,0.0,0.81,0.08000000000000002,-2.88,0.0,0.0,0.0,-1.07
 SAL E CONDIMENTOS,0.009999999999999676,1.02,-0.10000000000000009,-0.4700000000000001,-1.83,0.2200000000000002,1.53,-0.07,3.0999999999999996,-1.71,2.01,3.15,-4.75,-0.32999999999999996
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.910000000000002,0.0,0.0,0.0,0.0,12.910000000000002
 ATOMATADO,5.02,1.26,1.52,-0.8900000000000006,-0.32999999999999985,2.83,1.76,2.69,5.4,-0.38,2.63,3.6300000000000003,0.48,1.2999999999999998
 ALHO,-3.670000000000001,0.0,-2.7600000000000002,-5.49,-5.17,3.51,-2.22,-2.31,-2.2600000000000002,-6.5,3.809999999999999,5.99,-14.330000000000002,-3.67
 SAL ,0.0,0.0,0.0,0.0,0.0,1.6799999999999997,-0.07999999999999996,4.529999999999999,0.0,0.0,-1.6,0.0,-2.8299999999999996,0.07999999999999996
 FERMENTO,0.0,1.3199999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6999999999999995,0.0,-1.06,0.0,-0.5899999999999999
 MAIONESE,1.1600000000000001,-0.020000000000000462,-1.77,4.77,-1.09,0.84,1.1100000000000003,-2.67,0.0,-1.39,1.0000000000000002,-1.4300000000000002,0.04999999999999982,-0.5199999999999998
 VINAGRE,0.0,0.0,0.0,6.33,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,3.81
 CALDO CONCENTRADO,2.29,1.05,5.9399999999999995,0.6000000000000001,4.8,6.37,0.0,0.9899999999999998,0.6499999999999999,0.0,0.0,1.27,0.0,3.1
 TEMPERO MISTO,0.0,2.13,0.15000000000000013,-0.14,-2.57,-8.26,7.83,4.09,0.76,1.18,1.35,1.31,0.7399999999999998,0.16999999999999998
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.39000000000000007,2.51,0.54,1.97,1.1400000000000001,1.63,0.2599999999999999,1.22,1.43,2.05,0.6200000000000001,1.22,2.74,1.21
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.39000000000000007,2.51,0.54,1.97,1.1400000000000001,1.63,0.2599999999999999,1.22,1.43,2.05,0.6200000000000001,1.22,2.74,1.21
 REFEIÇÃO,-0.24,2.99,0.5,1.75,1.0899999999999999,2.2600000000000002,0.6699999999999999,2.0300000000000002,0.81,2.83,0.6500000000000001,1.42,2.2800000000000002,1.2200000000000002
 LANCHE,1.8499999999999999,1.2200000000000002,0.41999999999999993,2.69,1.87,0.5800000000000001,0.59,0.81,2.48,0.7100000000000001,0.38999999999999996,0.49,5.1,1.44
 CAFÉ DA MANHÃ,-0.43999999999999995,0.9199999999999999,0.6900000000000001,1.96,0.4,1.79,-4.22,0.0,5.49,0.0,0.0,-1.77,0.0,0.7999999999999999
 REFRIGERANTE E ÁGUA MINERAL,1.0299999999999998,1.5999999999999992,1.1900000000000002,1.11,-2.28,-0.14,0.19999999999999996,0.11999999999999988,1.5499999999999998,0.9200000000000002,0.76,4.140000000000001,0.2599999999999998,-0.020000000000000018
 CAFEZINHO,-0.54,2.63,0.0,0.0,-0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.6300000000000008,0.0,0.0,0.019999999999999907
 CERVEJA,3.74,3.71,1.0999999999999999,3.15,1.9000000000000001,-0.97,-0.44999999999999996,-1.2399999999999998,1.43,0.8199999999999998,1.34,2.25,0.53,1.6
 OUTRAS BEBIDAS ALCOÓLICAS,0.72,0.0,0.73,-2.3899999999999997,0.0,1.72,-0.039999999999999925,-0.7900000000000001,5.04,0.0,0.0,-2.03,0.0,0.06
 DOCES,1.83,2.02,0.07000000000000006,1.4099999999999997,0.9800000000000001,0.27,-0.6899999999999997,0.7399999999999998,-0.20000000000000018,1.83,0.48,3.1899999999999995,3.17,0.98
 HABITAÇÃO,2.9400000000000004,1.69,2.2,0.44,1.3000000000000003,1.27,0.06999999999999998,1.68,1.35,1.25,0.89,2.02,1.69,1.5899999999999999
 ENCARGOS E MANUTENÇÃO,1.6600000000000001,1.22,0.72,0.8500000000000001,0.55,0.76,0.54,1.4100000000000001,0.75,0.36,0.74,0.7999999999999999,2.45,0.85
 ALUGUEL E TAXAS,1.88,1.6099999999999999,0.73,1.0,0.58,0.78,0.84,1.79,0.75,0.28,0.8,0.98,3.11,0.96
 ALUGUEL RESIDENCIAL,0.04999999999999999,1.52,0.32,0.63,0.5700000000000001,0.23,0.88,1.9000000000000001,0.7899999999999999,-0.29,1.03,1.52,0.5499999999999999,0.53
 CONDOMÍNIO,2.96,-0.8499999999999999,3.62,0.75,1.09,2.9299999999999997,1.44,4.61,1.3900000000000001,2.05,1.53,1.03,2.96,1.7100000000000002
 TAXA DE ÁGUA E ESGOTO,7.03,3.56,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,1.25
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.1600000000000002,0.0,-3.75,2.2800000000000002
 REPAROS,1.44,0.9500000000000001,0.64,0.9600000000000001,1.1,1.43,0.51,0.93,1.52,1.01,1.06,0.38,1.5,1.04
 FERRAGENS,0.0,0.0,1.9,0.0,0.9199999999999999,0.0,0.0,0.05000000000000002,0.0,1.8299999999999998,1.2599999999999998,0.08000000000000002,0.0,1.15
 MATERIAL DE ELETRICIDADE,0.0,1.9200000000000004,0.0,0.0,0.0,0.0,-2.33,0.0,0.0,4.62,0.0,0.0,0.0,2.19
 MATERIAL DE PINTURA,0.0,0.0,-0.43000000000000016,0.0,0.0,0.0,0.0,0.0,-1.4299999999999997,0.0,0.0,-2.95,1.44,-0.6699999999999999
 VIDRO,4.85,0.0,-1.8300000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01
 TINTA,0.69,0.7899999999999999,0.16999999999999998,0.9899999999999998,1.02,1.1500000000000004,-1.63,1.19,0.53,0.4,-0.5,-0.07000000000000006,0.72,0.63
 REVESTIMENTO DE PISO E PAREDE,-5.21,-3.54,0.5099999999999998,0.08999999999999997,2.4899999999999998,0.54,0.42999999999999994,-4.0600000000000005,2.93,-2.92,1.5799999999999998,-2.29,5.04,0.35000000000000014
 CIMENTO,1.5799999999999998,-0.9199999999999999,-7.1899999999999995,0.45999999999999985,-3.83,-0.8500000000000001,-0.6499999999999999,1.37,0.56,-2.2,-2.58,-2.26,-2.13,-1.85
 TIJOLO,0.0,0.5199999999999998,0.010000000000000009,-0.26,-0.21000000000000008,1.5499999999999998,-0.07999999999999999,-0.07000000000000006,5.25,-0.28,2.7399999999999998,-2.43,0.0,0.45
 MATERIAL HIDRÁULICO,0.0,0.0,-0.15999999999999992,0.0,0.19999999999999996,0.0,-2.24,0.0,2.3899999999999997,0.98,0.0,-1.1,0.0,0.2300000000000001
 MÃO DE OBRA,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56
 AREIA ,1.94,0.0,0.19000000000000006,0.0,0.0,0.0,0.0,0.7100000000000002,0.30999999999999983,2.5,1.51,0.8299999999999998,0.0,1.32
 TELHA,3.1,0.0,0.73,0.0,0.0,0.0,1.2,0.69,1.1102230246251565e-16,0.060000000000000026,-0.31000000000000005,-0.21999999999999997,0.0,0.94
 ARTIGOS DE LIMPEZA,-0.29000000000000004,-0.61,0.87,-0.5199999999999999,-1.1099999999999999,-1.2199999999999998,-0.19,-0.050000000000000044,-1.3900000000000001,-0.9800000000000001,-0.5900000000000001,0.89,-0.54,-0.6
 ÁGUA SANITÁRIA,-0.37000000000000016,0.0,5.04,0.029999999999999805,-0.8200000000000001,-1.1700000000000002,-1.4100000000000001,2.42,-4.93,0.8199999999999998,0.0,0.0,0.0,-0.39
 DETERGENTE,0.7299999999999998,-2.28,-2.3400000000000003,-4.25,-0.38,1.19,-3.3,0.050000000000000044,-4.1,-3.6200000000000006,-0.61,-0.79,0.99,-1.4300000000000002
 SABÃO EM PÓ,-0.6900000000000001,-0.01999999999999999,0.06000000000000005,-1.1099999999999999,-1.87,-2.6599999999999997,1.93,0.12,-1.6099999999999999,-1.7799999999999998,-2.0299999999999994,1.0199999999999996,-1.7199999999999998,-0.97
 DESINFETANTE,0.7599999999999999,-3.49,0.3,-0.5700000000000001,0.0,0.34999999999999987,-0.4500000000000002,1.07,-1.7499999999999998,-4.31,0.6000000000000001,-0.39,-0.9400000000000001,-0.8900000000000001
 INSETICIDA,-0.6600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6600000000000001
 SABÃO EM BARRA,-1.2000000000000002,-2.0199999999999996,5.18,1.99,2.08,-3.46,-4.01,-1.64,1.7999999999999998,2.1799999999999997,1.0100000000000002,2.8,5.07,1.04
 ESPONJA DE LIMPEZA,0.0,-1.9600000000000004,2.05,0.8399999999999999,-1.1099999999999999,0.0,2.52,-1.7000000000000002,0.0,-2.8499999999999996,0.7,-0.44000000000000006,-1.3900000000000001,-0.30999999999999994
 AMACIANTE,0.050000000000000044,1.25,0.9500000000000001,0.0,-1.55,0.78,-0.7999999999999999,1.17,1.61,1.88,0.28,2.63,-2.31,-0.05999999999999994
 COMBUSTÍVEIS E ENERGIA,5.93,2.6399999999999997,5.77,-0.49,3.2700000000000005,2.8600000000000003,-0.43,2.2399999999999998,2.9099999999999997,3.4699999999999998,1.34,4.390000000000001,0.42000000000000026,3.29
 COMBUSTÍVEIS (DOMÉSTICOS),2.6799999999999997,-1.6400000000000001,4.57,-1.8599999999999999,1.5699999999999998,-2.04,-1.3599999999999999,-0.3799999999999999,2.1199999999999997,-0.6000000000000001,-0.6200000000000001,0.5899999999999999,1.3800000000000001,0.97
 CARVÃO VEGETAL,0.0,-5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.83
 GÁS DE BOTIJÃO,0.09999999999999998,-1.32,4.57,-1.8599999999999999,1.7300000000000002,-2.04,-1.3599999999999999,-0.3799999999999999,2.1199999999999997,-0.6499999999999999,-0.6200000000000001,0.5899999999999999,1.3800000000000001,0.75
 GÁS ENCANADO,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67
 ENERGIA ELÉTRICA RESIDENCIAL,7.01,4.26,6.319999999999999,0.1699999999999997,3.7800000000000002,4.14,-0.039999999999999813,3.83,3.4499999999999997,4.8,2.17,5.57,0.07999999999999963,4.15
 ENERGIA ELÉTRICA RESIDENCIAL,7.01,4.26,6.319999999999999,0.1699999999999997,3.7800000000000002,4.14,-0.039999999999999813,3.83,3.4499999999999997,4.8,2.17,5.57,0.07999999999999963,4.15
 ARTIGOS DE RESIDÊNCIA,0.05999999999999994,-0.14999999999999994,-0.07000000000000006,-0.51,0.0,-1.55,0.29,-0.23000000000000007,-0.9299999999999998,0.06000000000000006,-1.4600000000000002,-0.03,-0.32999999999999996,-0.21
 MÓVEIS E UTENSÍLIOS,0.32000000000000006,1.0,0.6199999999999999,-0.21999999999999997,0.8300000000000001,-1.57,-8.326672684688674e-17,0.8200000000000001,-0.040000000000000036,0.18000000000000002,-1.31,0.52,0.0900000000000003,0.38
 MOBILIÁRIO,-0.22999999999999993,0.21999999999999997,0.32000000000000006,-0.029999999999999916,0.9600000000000002,-2.3600000000000003,0.33000000000000007,1.7000000000000002,0.4299999999999997,0.62,-1.9200000000000002,0.74,-0.6699999999999999,0.30999999999999994
 MÓVEL PARA SALA,-0.9299999999999999,-0.07000000000000017,2.05,2.5,0.9299999999999997,-4.6,0.09000000000000008,0.5,2.68,0.4099999999999997,-2.74,0.19999999999999996,-3.12,0.53
 MÓVEL PARA QUARTO,0.99,1.8699999999999999,-1.09,-2.22,0.03999999999999959,1.4299999999999997,1.29,3.7500000000000004,-1.79,1.6900000000000002,-3.68,1.9500000000000002,0.6699999999999999,0.33000000000000007
 MÓVEL PARA COPA E COZINHA,-1.6300000000000001,-2.4299999999999997,-3.0999999999999996,-1.0199999999999996,5.540000000000001,-1.87,-0.54,1.1800000000000002,0.24,-0.28,-0.7099999999999997,-0.47,2.33,0.6899999999999998
 MÓVEL INFANTIL,0.0,0.0,0.0,-0.77,0.0,0.0,-1.88,-2.6500000000000004,0.0,0.0,-6.6,0.0,0.0,-2.5999999999999996
 COLCHÃO,0.050000000000000044,-0.9400000000000002,1.46,-3.92,-1.67,0.74,-0.22999999999999998,3.5700000000000003,-5.010000000000001,-1.0499999999999998,6.62,-3.21,0.31999999999999995,-1.04
 UTENSÍLIOS E ENFEITES,0.8200000000000001,2.2,1.12,-0.020000000000000018,1.5899999999999999,0.20999999999999996,-1.1099999999999999,-1.65,-0.050000000000000044,-0.19999999999999996,1.2999999999999998,-0.46,1.1199999999999999,0.8600000000000001
 TAPETE,-7.2299999999999995,5.4399999999999995,1.3800000000000001,-1.5800000000000003,-0.8399999999999999,-2.9699999999999998,-4.03,0.0,-6.140000000000001,7.34,-3.16,-2.3200000000000003,-0.7099999999999997,0.30000000000000004
 CORTINA,1.3599999999999999,3.4299999999999997,4.48,0.6900000000000001,1.9099999999999997,-0.19999999999999968,-0.9399999999999998,-0.6999999999999998,1.74,-2.16,2.6,-1.56,2.11,1.75
 UTENSÍLIOS DE METAL,2.8200000000000003,3.04,-1.59,-0.4299999999999997,-0.6400000000000001,-0.3500000000000001,2.6100000000000003,-1.27,-1.9000000000000004,-0.6900000000000002,0.1499999999999999,1.1600000000000001,5.359999999999999,0.0
 UTENSÍLIOS DE VIDRO E LOUÇA,0.5999999999999999,-0.3500000000000001,-2.7899999999999996,-6.93,0.9100000000000001,2.05,-3.67,-3.3200000000000003,4.17,2.19,3.24,1.42,2.5500000000000003,-0.37999999999999995
