Variacoes - ABRIL - JUNHO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 OVO DE GALINHA,5.489999999999999,6.82,2.7300000000000004,2.48,1.7200000000000004,-1.7900000000000003,1.4300000000000002,0.8,5.06,-1.17,3.0,-0.35999999999999976,1.4500000000000002,2.09,1.8399999999999999,3.7800000000000002,2.4299999999999997
 LEITE E DERIVADOS,6.66,6.73,15.059999999999999,1.8900000000000001,10.33,9.5,3.9500000000000006,2.8400000000000003,1.2199999999999998,16.03,11.290000000000001,13.690000000000001,8.75,4.75,7.88,5.0200000000000005,8.82
 LEITE LONGA VIDA,11.79,14.32,25.82,14.82,20.570000000000004,19.42,8.559999999999999,6.510000000000001,3.3699999999999997,27.720000000000002,14.030000000000001,22.77,15.309999999999999,8.22,12.389999999999999,11.04,18.27
 LEITE CONDENSADO,0.68,-1.71,1.42,0.0,-1.45,-2.47,9.45,-1.0899999999999999,-3.48,-0.66,0.0,-1.59,-0.20999999999999996,3.15,0.0,0.0,1.2000000000000002
 LEITE EM PÓ,0.17000000000000037,0.8599999999999999,0.17,3.28,-3.8099999999999996,0.04,6.27,-0.51,2.8200000000000003,-2.3,0.09000000000000008,4.51,-0.36999999999999966,3.1500000000000004,6.960000000000001,2.35,1.2899999999999998
 QUEIJO,3.7800000000000002,-2.35,1.32,-2.06,3.33,-0.019999999999999907,0.7599999999999999,-2.27,-2.3899999999999997,-0.5499999999999998,7.969999999999999,3.79,3.1599999999999997,-2.44,1.71,3.8000000000000007,1.3699999999999999
 CREME DE LEITE,0.0,0.0,0.6,0.0,0.0,3.1,0.0,3.7800000000000002,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,4.83
 IOGURTE E BEBIDAS LÁCTEAS,0.050000000000000155,5.67,0.010000000000000009,0.9899999999999999,2.96,-3.76,-2.8200000000000003,-1.0,1.79,0.9600000000000003,-1.86,1.62,3.1599999999999993,0.22999999999999998,5.42,6.119999999999999,1.48
 MANTEIGA,-0.68,2.59,-1.81,-0.7000000000000004,-0.73,-2.37,-3.9000000000000004,-0.4999999999999998,1.59,-1.07,-2.65,-1.83,-2.52,3.84,0.0,-1.53,-1.27
 PANIFICADOS,3.49,2.4,1.01,1.5,2.02,1.63,0.08999999999999986,3.9799999999999995,2.67,2.6,2.08,1.91,0.35,1.6600000000000001,1.1600000000000001,1.3900000000000001,2.4299999999999997
 BISCOITO,0.9299999999999999,3.2699999999999996,-0.3,2.56,2.8899999999999997,-4.79,-1.64,-0.58,2.08,0.8099999999999999,0.61,-0.1399999999999999,0.15999999999999992,-1.79,4.08,0.8799999999999999,1.21
 PÃO FRANCÊS,0.020000000000000018,3.1399999999999997,0.78,0.85,3.0900000000000003,4.11,2.75,4.72,2.03,2.08,1.4599999999999997,2.53,-0.13999999999999996,2.77,0.04999999999999993,1.7500000000000002,2.1300000000000003
 PÃO DOCE,2.16,1.9599999999999997,4.21,-0.43,-0.20999999999999996,-0.41999999999999993,2.35,3.38,2.2300000000000004,-2.21,-2.02,-0.52,1.75,0.0,0.0,-2.74,0.8800000000000001
 PÃO DE FORMA,1.51,5.12,0.28,0.0,1.4600000000000002,-0.25,8.69,0.0,0.0,5.48,3.62,-1.07,3.23,0.0,0.0,0.0,10.86
 BOLO,-2.69,-7.02,-0.33000000000000007,4.359999999999999,-0.44000000000000006,0.36000000000000004,1.0499999999999998,6.05,4.1,4.7299999999999995,1.88,-0.51,-1.84,2.41,2.15,2.91,0.44000000000000006
 PÃO DE QUEIJO,0.0,-0.08,0.93,-1.06,0.0,0.6799999999999997,0.0,0.0,0.0,0.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.12000000000000005
 ÓLEOS E GORDURAS,0.9900000000000001,-0.41000000000000003,2.55,1.6600000000000001,-0.25,-0.1499999999999999,3.04,2.0,0.09,3.76,0.21,3.44,1.8199999999999996,1.4000000000000001,2.2,3.09,1.1600000000000001
 ÓLEO DE SOJA,2.250000000000001,1.25,0.8999999999999997,2.56,0.40000000000000024,-0.25,4.949999999999999,2.29,-1.6700000000000002,2.7,0.22000000000000003,3.53,2.4,1.9400000000000002,0.9199999999999999,2.13,1.29
 AZEITE DE OLIVA,-3.9400000000000004,-2.46,-0.87,-1.8,0.9799999999999999,-1.03,0.69,-1.86,-2.91,-0.76,-3.85,5.2,0.42,0.0,0.0,0.0,-0.8200000000000001
 MARGARINA,-0.27,-0.58,3.74,0.21999999999999997,-3.3200000000000003,0.36,0.63,2.01,-1.1,-0.8199999999999998,-1.7000000000000002,4.05,4.23,-0.13,4.74,4.41,-0.21
 BEBIDAS E INFUSÕES,-2.08,0.5800000000000001,1.77,1.07,-1.5500000000000003,-0.019999999999999907,-1.36,0.22,-2.01,0.05000000000000013,-2.5,-0.8900000000000001,1.2,-0.23000000000000004,2.19,-1.48,-0.6
 SUCO DE FRUTAS,-5.19,-0.58,1.0899999999999999,0.8300000000000001,-0.86,2.1,-3.37,-1.51,0.78,1.5599999999999998,-0.2,1.07,1.08,0.5900000000000001,1.17,-0.32999999999999996,-0.8600000000000001
 AÇAÍ (EMULSÃO),-1.3,0.29,0.0,0.0,0.0,4.1,-2.08,0.0,-2.75,0.0,0.0,0.0,-0.04,-2.11,0.0,0.0,-2.4899999999999998
 CAFÉ MOÍDO,1.1300000000000001,-2.63,0.8699999999999997,-2.22,-1.6000000000000003,-0.9300000000000002,-3.55,0.28,-2.7199999999999998,-1.0499999999999998,-0.17999999999999994,-2.02,-2.49,0.3900000000000001,3.15,-0.6099999999999999,-1.0099999999999998
 CAFÉ SOLÚVEL,0.0,0.3899999999999999,0.0,0.95,0.0,0.0,0.0,0.0,0.0,2.92,0.0,0.0,0.95,0.0,0.0,0.6,1.5099999999999998
 CHÁ,-0.79,1.7899999999999998,2.57,1.19,-0.22,0.0,0.37,1.45,0.96,2.56,-0.53,-0.53,1.75,0.0,0.0,0.0,1.1199999999999997
 REFRIGERANTE E ÁGUA MINERAL,-2.15,-0.76,-0.8200000000000001,2.86,-0.63,1.22,0.5300000000000001,0.89,-0.74,-0.19999999999999996,-1.88,-1.39,1.21,-1.9100000000000001,2.67,-1.31,0.79
 CERVEJA,-1.35,1.0099999999999998,-0.8999999999999999,1.29,-2.47,-0.89,-0.35,-5.0,0.9800000000000001,-1.07,0.17000000000000004,-3.03,1.3699999999999999,2.21,0.5,-3.21,-1.28
 OUTRAS BEBIDAS ALCOÓLICAS,-7.09,1.01,-1.03,-0.7000000000000001,1.47,4.59,0.7899999999999999,-0.8,-1.63,1.45,1.4900000000000002,-0.020000000000000018,0.0,0.0,0.0,0.45,-1.48
 ENLATADOS E CONSERVAS,0.17,2.71,2.26,-0.45999999999999985,2.11,0.10999999999999988,-0.04999999999999999,0.78,1.07,0.97,0.09000000000000008,2.34,-0.8899999999999999,-0.07,3.42,1.41,2.09
 COCO RALADO,-0.76,0.0,3.41,-0.93,-4.84,-7.04,1.26,0.0,-0.88,0.1100000000000001,-3.28,2.35,-0.49,0.0,0.0,0.0,-2.5900000000000003
 ERVILHA EM CONSERVA,4.24,-2.95,4.1,0.63,-0.5,2.62,-1.34,1.15,-5.34,0.06,-3.27,-0.81,-1.6999999999999997,0.0,0.0,0.71,0.31999999999999995
 PALMITO EM CONSERVA,3.1100000000000003,2.34,-3.17,0.0,-0.8499999999999999,-0.77,0.0,-1.13,1.44,2.97,-1.14,4.65,0.0,0.0,0.0,0.0,0.45
 PEPINO EM CONSERVA,-2.34,0.7200000000000001,0.05,-0.4,-2.61,1.42,0.39,-1.59,3.44,-2.84,-1.01,0.79,0.1200000000000001,0.0,0.0,0.0,-0.9500000000000001
 SARDINHA EM CONSERVA,-1.79,-0.17,2.9800000000000004,-0.8,3.95,0.0,0.34,0.74,-0.9199999999999999,0.9299999999999999,1.1099999999999999,3.66,1.28,-0.46,4.1499999999999995,1.26,-0.98
 SALSICHA EM CONSERVA,-2.84,-1.36,-0.31,-0.67,-0.53,2.74,1.2499999999999998,-1.86,3.96,-0.41,-1.73,-0.07,2.7,0.5399999999999999,0.0,1.2899999999999998,0.7699999999999999
 CARNE EM CONSERVA,-2.83,0.0,1.38,3.86,-8.24,0.45,-0.9600000000000001,-2.63,9.9,-3.55,-1.66,2.57,-0.09,0.67,2.61,1.0599999999999998,-2.9
 PATÊ,5.92,0.010000000000000009,0.0,0.0,0.0,1.46,1.64,0.46,0.0,0.0,-1.28,0.0,-2.09,0.0,0.0,0.0,2.75
 SOPA DESIDRATADA,0.0,2.45,2.2800000000000002,0.0,0.89,-0.77,0.0,0.0,0.0,1.46,3.2,0.71,0.0,-0.32000000000000006,0.0,0.0,2.67
 AZEITONA,-1.0699999999999998,0.22,-3.06,-1.3099999999999998,-0.9,-2.4699999999999998,0.5,1.03,1.43,2.18,-0.1200000000000001,-3.86,-0.94,0.0,0.0,0.0,-0.71
 MILHO-VERDE EM CONSERVA,0.06000000000000005,-1.0599999999999998,-0.5099999999999998,-1.59,-4.43,-3.41,3.3599999999999994,-3.58,2.63,-3.0700000000000003,-2.09,0.20000000000000018,-4.41,0.06000000000000005,-1.88,3.37,-0.6599999999999999
 ATUM EM CONSERVA,-1.74,1.89,2.58,1.58,4.23,0.24,0.0,4.97,0.26000000000000023,3.41,0.0,-1.63,0.0,0.0,0.0,0.0,2.62
 SAL E CONDIMENTOS,5.73,3.88,0.20000000000000012,-0.98,-1.25,2.54,0.5,-0.54,5.47,-0.8399999999999999,2.26,6.09,2.68,2.01,2.06,2.33,0.98
 LEITE DE COCO,-0.24,0.8,-0.41,-0.13,-1.04,0.25,0.1,0.54,4.27,-0.19,0.18,-0.64,0.98,0.0,0.0,0.0,2.5399999999999996
 ATOMATADO,-0.24,3.9000000000000004,-0.9199999999999999,-2.08,-1.87,1.8599999999999999,1.87,-0.6500000000000001,2.27,-0.26000000000000006,-0.8700000000000001,-2.73,0.030000000000000027,0.5999999999999999,3.61,0.96,-0.29000000000000004
 ALHO,14.39,0.98,-0.78,3.63,3.4899999999999993,-0.62,0.5199999999999997,-1.3499999999999996,13.549999999999999,1.07,1.3900000000000003,11.64,14.75,4.59,6.67,6.39,4.98
 SAL,0.34,1.57,0.74,-0.5,0.43,3.23,-0.16000000000000003,4.08,-0.15,-0.19,2.55,-1.04,-1.72,1.3599999999999999,-2.51,0.0,1.07
 FERMENTO,-1.2,1.02,2.33,-4.51,-0.38,-2.43,1.55,0.0,-0.17,1.9200000000000002,0.0,3.14,0.0,0.0,0.0,0.0,1.58
 MAIONESE,-0.8600000000000001,3.0,-1.79,4.83,2.2199999999999998,-3.1399999999999997,-1.2199999999999998,0.88,0.8,3.1599999999999997,4.53,-0.04999999999999999,1.11,0.54,0.0,0.0,1.46
 VINAGRE,0.21,1.46,0.0,-2.2700000000000005,1.84,0.0,10.120000000000001,0.0,0.0,0.0,1.18,0.0,0.0,0.0,4.220000000000001,-0.7,5.32
 CALDO CONCENTRADO,-0.45000000000000007,-2.9899999999999998,3.05,0.16000000000000003,-1.0000000000000002,1.3000000000000003,0.12,5.4799999999999995,1.56,0.24,0.14,0.44999999999999996,1.67,0.0,0.0,3.3499999999999996,0.35
 TEMPERO MISTO,-0.38,2.9499999999999997,3.89,8.32,7.140000000000001,1.0699999999999998,1.27,3.4,4.639999999999999,5.74,0.5,-1.8200000000000003,-2.33,0.9500000000000001,-3.14,1.77,4.15
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.5699999999999998,0.9599999999999997,-1.2,0.9400000000000001,0.26000000000000006,1.51,2.13,-0.5800000000000001,2.12,2.8800000000000003,-1.1,-1.03,2.19,0.15000000000000002,0.45999999999999996,-0.7100000000000001,0.8300000000000001
 ALIMENTAÇÃO FORA DO DOMICÍLIO,1.6,2.6199999999999997,-0.27,0.7100000000000001,0.06000000000000005,0.5599999999999999,-0.019999999999999907,0.87,1.23,0.3400000000000001,-1.3,0.15,2.57,0.15000000000000002,0.45999999999999996,-0.7100000000000001,0.6000000000000001
 REFEIÇÃO,0.9700000000000001,2.54,-0.20999999999999994,0.53,0.76,1.53,-1.5899999999999999,-0.13999999999999999,0.53,0.2299999999999998,-0.7200000000000001,0.47,-0.030000000000000027,-0.25,-0.27999999999999997,-2.3200000000000003,0.6799999999999999
 LANCHE,-0.8699999999999999,0.0,-0.38999999999999996,2.3899999999999997,-2.77,-0.9300000000000002,-0.24000000000000005,1.84,1.79,-0.16999999999999998,0.3899999999999999,-0.32000000000000006,1.35,0.21,1.99,1.76,-0.6900000000000001
 CAFÉ DA MANHÃ,1.6999999999999997,-3.9399999999999995,1.1099999999999999,1.42,-2.58,1.76,0.18000000000000008,0.15,0.8200000000000001,-0.4,-0.56,-3.31,0.95,0.85,0.0,2.64,-1.02
 REFRIGERANTE E ÁGUA MINERAL,1.68,0.1299999999999999,0.5,2.87,2.08,3.8,-0.43999999999999995,0.45999999999999996,-0.66,-1.25,-0.53,-1.08,0.69,1.0899999999999999,2.2,0.4899999999999999,1.01
 CAFEZINHO,0.42000000000000004,-3.0500000000000003,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.16
 CERVEJA,-0.29999999999999993,1.85,-0.4,-0.49,2.73,-2.69,-0.26,-1.6400000000000001,-1.08,6.6499999999999995,-0.4800000000000001,-0.48000000000000004,4.59,0.9799999999999998,-0.3500000000000001,-2.2199999999999998,2.7600000000000002
 OUTRAS BEBIDAS ALCOÓLICAS,0.44000000000000006,0.53,0.26,2.11,-0.01,-3.3200000000000003,-0.17000000000000004,-1.22,-0.09999999999999999,0.32,-0.11,0.18,-0.23,0.0,0.0,1.77,0.27999999999999997
 DOCES,0.85,2.88,3.4400000000000004,-0.32999999999999996,-0.040000000000000036,3.9899999999999998,0.03999999999999998,1.6900000000000002,1.81,-0.33000000000000007,-0.009999999999999981,-1.35,-2.54,-0.06000000000000001,-2.05,1.1099999999999999,1.03
 HABITAÇÃO,2.42,3.0300000000000002,4.76,5.17,2.21,3.0500000000000003,4.64,2.67,5.62,4.23,3.16,3.8200000000000003,5.8100000000000005,4.21,3.55,4.26,3.73
 ENCARGOS E MANUTENÇÃO,0.08000000000000002,0.39,0.84,0.55,0.39999999999999997,0.47000000000000003,0.06,0.73,-0.8700000000000001,1.4,0.49,2.02,-1.2999999999999998,1.18,0.45,0.54,0.33999999999999997
 ALUGUEL E TAXAS,1.83,-0.010000000000000009,-1.26,0.71,0.62,0.38,-0.11,0.71,0.71,1.8,0.28,0.39,1.25,0.28,0.39,0.53,0.91
 ALUGUEL RESIDENCIAL,-0.19000000000000006,0.77,0.95,0.5399999999999999,0.71,0.75,0.92,-1.1400000000000001,0.72,0.5,0.44,1.4100000000000001,4.18,0.29,0.54,0.32,0.72
 CONDOMÍNIO,2.26,-0.78,0.14000000000000012,1.24,-1.1099999999999999,-0.27000000000000024,-0.78,-0.33000000000000007,1.23,1.9000000000000001,-0.6100000000000001,-1.23,-0.9299999999999999,1.53,1.32,1.67,0.15000000000000002
 TAXA DE ÁGUA E ESGOTO,1.83,3.61,0.24,1.83,0.34999999999999987,-1.66,-0.59,-1.9,2.2,5.949999999999999,0.61,0.05,-1.13,0.0,0.0,0.0,1.4000000000000001
 MUDANÇA,0.0,2.17,0.66,-0.46,-0.48,-2.81,0.56,-0.56,-0.79,4.949999999999999,0.8899999999999999,0.14,-1.11,0.0,-4.6000000000000005,0.0,2.02
 REPAROS,0.06,0.3,0.18000000000000005,0.22999999999999998,1.48,0.53,-0.88,0.71,-2.48,1.08,0.7799999999999999,0.35,0.6,1.5699999999999998,0.21000000000000002,0.15,0.69
 FERRAGENS,0.15,0.15,3.02,0.15,0.43000000000000005,0.15,0.15,4.6,0.15,1.41,1.5799999999999998,0.8600000000000001,0.15,3.84,0.0,0.0,1.5799999999999998
 MATERIAL DE ELETRICIDADE,0.4,3.37,0.68,0.0,0.0,0.0,-3.63,1.19,-0.52,1.2799999999999998,-0.62,1.34,0.0,0.0,0.0,0.0,1.04
 MATERIAL DE PINTURA,0.69,0.0,-0.06000000000000005,0.0,0.0,0.0,-0.46,-0.07,-1.6099999999999999,0.6,-1.6,-0.16999999999999993,3.2300000000000004,5.1000000000000005,0.0,0.0,0.9199999999999999
 VIDRO,0.77,0.48,1.8900000000000001,0.46,0.16,-0.49,-0.18,-0.37,0.26,0.84,-0.62,-0.01,-0.78,0.0,0.0,0.0,2.1500000000000004
 TINTA,1.47,2.0500000000000003,3.9800000000000004,4.26,-3.27,2.97,0.6399999999999999,1.0,-0.76,1.71,1.19,2.06,0.050000000000000044,-0.020000000000000018,2.95,1.1400000000000001,0.11999999999999988
 REVESTIMENTO DE PISO E PAREDE,-3.07,2.46,-4.94,-4.73,-1.8599999999999999,3.84,-0.6100000000000001,1.74,-1.7999999999999998,2.34,6.5,-0.7599999999999999,1.9900000000000002,0.0,0.16999999999999993,0.54,-0.9199999999999999
 CIMENTO,0.0,1.59,-1.48,2.3499999999999996,2.1900000000000004,5.609999999999999,-1.7600000000000005,3.26,0.78,3.38,-0.7600000000000002,0.26,0.48999999999999977,2.5300000000000002,1.5199999999999998,-3.07,1.1099999999999999
 TIJOLO,-3.95,-3.8200000000000003,-0.3400000000000001,0.040000000000000036,1.12,5.9799999999999995,5.24,4.2700000000000005,1.89,-0.9500000000000001,4.51,1.8,-1.55,0.0,0.49,0.0,0.5200000000000001
 MATERIAL HIDRÁULICO,-0.28,0.0,-0.48,0.0,-0.59,0.0,0.30999999999999994,0.0,2.27,-0.88,0.0,0.27,0.0,0.0,-4.0,0.0,-0.68
 MÃO DE OBRA,-3.25,0.47,-1.92,0.43999999999999995,0.1,-6.38,0.35,-2.96,0.27,1.51,0.9599999999999999,-0.03,-1.08,-0.17,-0.17,-0.17,-0.45999999999999996
 AREIA,1.4899999999999998,0.23,1.0,-2.53,0.88,0.0,-1.67,-4.07,-0.1200000000000001,3.38,0.38,-1.32,0.34,0.0,0.0,0.0,1.04
 TELHA,-0.0899999999999998,-0.19,1.73,0.0,2.92,-1.34,2.4799999999999995,-1.8,5.359999999999999,1.81,-0.37,-1.25,0.01,0.0,0.0,2.8800000000000003,2.0300000000000002
 ARTIGOS DE LIMPEZA,3.1999999999999997,6.07,1.31,-1.22,-1.07,0.79,2.1500000000000004,2.52,4.27,1.41,-1.54,1.43,8.79,2.68,1.4300000000000002,1.3199999999999998,1.53
 ÁGUA SANITÁRIA,0.41000000000000014,-0.22,-3.17,0.44999999999999996,-0.07000000000000006,1.0899999999999999,-1.5899999999999999,2.26,3.03,2.1899999999999995,-1.64,0.3,-0.64,0.48,0.5599999999999998,1.81,0.00999999999999999
 DETERGENTE,2.01,6.369999999999999,1.13,4.06,-1.7799999999999998,-3.33,-3.9000000000000004,1.53,5.68,2.99,-0.04999999999999982,1.78,2.4699999999999998,0.0,0.0,1.06,0.8400000000000001
 SABÃO EM PÓ,0.0,3.66,-1.29,-1.27,-0.6200000000000001,1.4,1.27,-1.2,3.71,0.020000000000000018,1.9200000000000002,2.57,5.2700000000000005,4.92,1.6099999999999999,0.7599999999999998,0.52
 DESINFETANTE,-2.8200000000000003,4.14,1.0899999999999999,5.630000000000001,0.0,-0.1,-1.29,-0.30999999999999994,1.79,1.09,0.64,-1.71,0.2899999999999999,-1.15,-5.71,0.0,0.73
 INSETICIDA,5.2,3.47,0.24,-1.97,-0.69,-0.73,2.17,3.34,3.09,0.0,-3.83,0.0,9.69,0.0,0.0,0.0,2.25
 SABÃO EM BARRA,7.15,5.73,3.58,-2.71,1.7199999999999998,6.459999999999999,2.69,6.199999999999999,1.3399999999999999,1.98,-4.720000000000001,-0.01999999999999999,8.32,0.5299999999999999,4.53,2.16,2.59
 ESPONJA DE LIMPEZA,-0.44,-1.6900000000000002,2.6199999999999997,-1.9100000000000001,-0.32,0.77,5.1899999999999995,-3.09,1.06,-2.5,1.4700000000000002,0.8299999999999998,-1.22,1.19,-2.88,0.0,0.22
 AMACIANTE,-0.03999999999999998,3.52,4.880000000000001,0.29,0.29000000000000004,2.8,3.9,3.14,3.21,2.3600000000000003,2.21,2.18,-0.7500000000000001,3.0500000000000003,0.0,1.83,1.89
 COMBUSTÍVEIS E ENERGIA,6.14,11.059999999999999,15.54,14.149999999999999,7.03,11.45,7.9799999999999995,6.04,20.68,7.95,8.17,10.11,12.72,6.14,7.39,10.22,9.6
 COMBUSTÍVEIS (DOMÉSTICOS),1.85,5.279999999999999,5.949999999999999,9.35,1.4700000000000002,9.89,0.48999999999999977,-0.64,12.3,0.0900000000000003,7.11,0.5,14.28,0.86,-1.9200000000000002,0.5,3.7700000000000005
 CARVÃO VEGETAL,0.48,2.25,0.48,-1.64,0.33,-0.41,1.72,0.18,0.66,-0.43,1.9,-0.01,-1.78,0.0,0.0,0.0,0.66
 GÁS DE BOTIJÃO,4.7700000000000005,5.48,6.369999999999999,10.040000000000001,2.21,9.4,3.1899999999999995,-0.42000000000000004,10.8,2.0100000000000002,6.800000000000001,-1.31,12.84,0.86,-1.9200000000000002,0.5,4.59
 GÁS ENCANADO,1.8699999999999999,0.0,0.0,-2.76,6.13,0.0,-0.88,-0.49,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.3600000000000003
 ENERGIA ELÉTRICA RESIDENCIAL,8.15,12.610000000000001,18.490000000000002,22.27,8.709999999999999,13.959999999999999,10.28,10.42,37.269999999999996,8.559999999999999,5.879999999999999,12.31,12.69,8.34,12.260000000000002,15.82,12.77
 ENERGIA ELÉTRICA RESIDENCIAL,8.700000000000001,10.9,19.500000000000004,18.8,8.069999999999999,11.219999999999999,11.11,10.67,23.31,13.12,7.989999999999998,14.57,12.12,8.34,12.260000000000002,15.82,11.51
 ARTIGOS DE RESIDÊNCIA,0.7899999999999999,1.8,0.05999999999999994,3.26,-5.32,1.63,-2.7755575615628914e-17,-0.34,2.2,2.0100000000000002,-1.51,3.04,-3.8000000000000003,-0.39999999999999997,0.09999999999999998,-1.1400000000000001,-0.79
 MÓVEIS E UTENSÍLIOS,6.239999999999999,1.3200000000000003,2.58,3.3099999999999996,-6.4399999999999995,2.65,0.02,-2.3099999999999996,2.87,1.0699999999999998,0.45,4.300000000000001,1.71,0.09999999999999998,-0.02999999999999997,-1.3099999999999998,-0.31000000000000005
 MOBILIÁRIO,1.19,4.83,2.24,4.78,0.4299999999999997,-0.4900000000000002,2.38,-0.4,5.1,3.0,-0.42,2.8000000000000003,-1.31,-1.25,1.58,-2.7199999999999998,2.2600000000000002
 MÓVEL PARA SALA,-2.11,2.62,-0.24,3.38,-1.37,7.359999999999999,0.47000000000000003,-1.15,-0.6499999999999999,2.95,-1.95,2.87,3.96,-0.5900000000000003,1.84,-4.699999999999999,0.53
 MÓVEL PARA QUARTO,-1.39,5.47,3.24,3.0900000000000003,-5.35,2.96,0.8499999999999999,2.94,2.18,-2.94,-4.2299999999999995,-0.5899999999999999,-0.27,-1.56,2.17,-3.02,-0.72
 MÓVEL PARA COPA E COZINHA,0.13000000000000012,2.09,-0.91,1.1800000000000002,2.1999999999999997,0.36,-0.69,-0.49,2.24,1.45,3.17,3.29,0.2099999999999999,1.6400000000000001,0.1299999999999999,0.32999999999999996,1.59
 MÓVEL INFANTIL,0.67,-2.73,-0.83,-1.83,2.14,-2.89,1.19,-1.53,-2.97,2.36,-0.6399999999999999,-0.33,0.65,-1.31,0.0,1.57,-0.39999999999999997
 COLCHÃO,0.4900000000000001,0.9500000000000002,-0.8500000000000001,0.2100000000000002,2.0399999999999996,2.3,2.81,-1.92,2.68,1.2000000000000002,11.899999999999999,6.6899999999999995,-0.5900000000000001,-4.14,1.24,1.09,1.53
 UTENSÍLIOS E ENFEITES,4.4,0.63,4.88,-1.03,3.03,2.29,0.32000000000000006,-1.31,0.52,-1.98,3.19,4.8100000000000005,-3.9,0.62,-1.6,1.47,2.18
 TAPETE,-5.97,-0.75,6.13,-2.27,-1.87,-1.95,-2.55,0.5,-2.38,0.17999999999999994,1.67,3.31,4.359999999999999,4.3,1.29,0.0,0.9700000000000002
 CORTINA,0.14000000000000024,1.7999999999999998,-0.009999999999999898,-1.9700000000000002,7.12,4.130000000000001,-0.75,-1.1800000000000002,-3.04,-3.96,-0.5599999999999998,0.6100000000000001,-2.26,0.0,0.019999999999999962,0.10999999999999999,1.66
