Variacoes - JANEIRO - FEVEREIRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 LEITE LONGA VIDA,-2.31,6.06,4.88,-4.07,7.91,3.1799999999999997,-1.88,-2.46,-1.9499999999999997,4.24,0.18999999999999995,4.18,-1.1300000000000001,0.25000000000000006,-2.61,-4.35,4.2
 LEITE CONDENSADO,-0.72,2.7399999999999998,0.0,0.0,0.0,0.0,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.3500000000000001,0.0,0.0,1.95
 LEITE EM PÓ,-1.2000000000000002,0.0,0.27,-0.5900000000000001,-1.41,0.0,0.37,0.42000000000000004,0.7600000000000002,0.5099999999999998,-2.1799999999999997,0.36,-1.65,-0.39,-0.13,-0.6600000000000001,-0.26
 QUEIJO,-0.10000000000000003,-1.59,1.37,-4.18,1.7199999999999998,0.24,0.24,2.99,0.27,0.010000000000000009,0.73,-0.6800000000000002,-1.14,-2.02,0.020000000000000018,-3.99,0.32999999999999996
 IOGURTE E BEBIDAS LÁCTEAS,0.93,-4.58,0.7799999999999999,-2.15,1.2,1.64,2.37,1.29,2.6,-0.13,-0.10000000000000009,-1.24,2.07,-0.26,1.5499999999999998,-1.27,0.2
 REQUEIJÃO,-1.1199999999999999,0.0,-0.08000000000000002,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7
 MANTEIGA,4.2,0.0,1.36,2.36,0.0,0.46,1.81,1.76,0.9,0.0,0.8099999999999999,2.5,0.0,0.77,0.0,0.18999999999999995,1.7
 LEITE FERMENTADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002
 PANIFICADOS,-0.65,1.8399999999999999,0.8400000000000001,0.22000000000000003,-0.24,-0.14999999999999997,0.7400000000000001,1.06,-0.08999999999999997,-0.68,0.8500000000000001,0.26,1.25,0.10000000000000009,1.28,-1.79,0.21000000000000002
 BISCOITO,-2.39,0.15999999999999998,0.84,1.63,0.30000000000000004,0.8500000000000001,-2.96,0.29999999999999993,0.48,-2.37,0.5,-1.25,2.76,0.38,-0.75,-1.98,-0.19
 PÃO FRANCÊS,0.39,1.63,0.9600000000000001,-0.78,-0.5999999999999999,0.18,2.65,1.2,-0.89,-1.8699999999999997,1.5,1.5,0.30000000000000004,0.040000000000000036,2.08,-1.87,0.22000000000000003
 PÃO DOCE,-1.75,2.6900000000000004,-3.5999999999999996,0.0,0.4700000000000001,0.0,0.0,0.0,0.49999999999999994,2.66,0.0,1.17,3.67,0.0,0.0,0.0,0.3
 PÃO DE FORMA,-0.8999999999999999,6.06,1.04,0.0,-0.16000000000000003,-4.71,0.0,0.0,0.0,2.8,0.0,-1.69,0.0,0.0,0.0,0.0,0.8299999999999998
 BOLO,0.9099999999999999,1.76,1.71,2.51,-0.5800000000000001,-2.05,-0.7999999999999999,2.4699999999999998,5.0600000000000005,1.44,0.19,-0.20000000000000018,1.92,0.0,1.7100000000000002,0.27,0.67
 PÃO DE QUEIJO,0.0,0.0,1.9500000000000002,0.0,0.0,2.0599999999999996,0.0,0.0,0.0,0.0,-0.3600000000000001,0.0,0.0,0.0,0.0,0.0,1.31
 ÓLEOS E GORDURAS,-0.34999999999999987,5.84,-2.46,3.2700000000000005,2.92,2.8,4.47,0.3599999999999999,3.5,2.69,-1.2200000000000002,5.3,-2.21,4.22,-1.2200000000000002,-0.16999999999999993,1.93
 ÓLEO DE SOJA,-5.18,8.82,-1.72,6.06,2.95,-0.07999999999999985,5.079999999999999,0.56,3.9,3.04,-1.2799999999999998,2.89,-4.74,4.11,-0.020000000000000018,3.7099999999999995,1.7799999999999998
 AZEITE DE OLIVA,5.72,0.0,0.0,0.0,5.79,6.25,9.16,0.0,5.52,7.16,0.0,9.41,4.58,4.73,0.0,0.0,6.27
 MARGARINA,-2.32,0.78,-4.83,0.19999999999999998,-0.64,0.0,-2.8899999999999997,0.10000000000000009,1.1,-2.11,-0.98,0.0,-4.220000000000001,0.0,-4.0200000000000005,-4.79,-1.27
 BEBIDAS E INFUSÕES,0.47,1.4200000000000002,0.95,-0.54,0.29999999999999993,0.74,12.969999999999999,1.98,0.54,0.53,0.13,2.19,0.61,1.9599999999999997,3.2,0.8099999999999999,1.62
 SUCO DE FRUTAS,-1.4399999999999997,1.5899999999999999,2.9,0.9700000000000002,0.8899999999999999,0.75,0.0,-2.7199999999999998,0.0,-1.0799999999999998,2.01,0.5299999999999999,0.79,0.0,0.0,0.0,0.43000000000000005
 POLPA DE FRUTA (CONGELADA),0.0,0.0,0.0,0.0,0.0,0.0,-1.83,1.45,2.3,0.0,0.0,0.0,0.0,2.77,4.800000000000001,0.0,1.51
 AÇAÍ (EMULSÃO),0.0,0.0,0.0,0.0,0.0,0.0,28.85,0.0,0.0,0.0,0.0,0.0,0.0,6.2299999999999995,19.74,0.0,28.0
 CAFÉ MOÍDO,2.1899999999999995,0.8599999999999999,1.83,-1.34,-1.2200000000000002,0.0,2.5300000000000002,4.12,2.56,4.25,0.5,4.37,1.1600000000000001,1.0499999999999998,0.8599999999999999,1.3499999999999999,1.01
 CAFÉ SOLÚVEL,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96
 REFRIGERANTE E ÁGUA MINERAL,-0.44000000000000006,0.96,-0.54,-0.31000000000000005,0.93,0.91,-0.69,1.71,0.4999999999999999,0.3700000000000001,-0.35,2.78,1.08,1.73,0.18999999999999995,1.13,0.48000000000000004
 CERVEJA,0.48,0.72,1.37,-0.8500000000000001,0.74,1.12,1.71,-1.08,-3.05,-1.67,-0.08999999999999997,0.24,0.85,0.0,-1.76,-0.04999999999999999,0.25
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,3.33
 VINHO,2.3,1.62,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.1099999999999999
 SUCO EM PÓ,0.0,5.109999999999999,-1.0,0.0,-0.040000000000000036,0.0,0.0,0.0,0.0,-0.7000000000000001,0.0,0.0,-1.85,0.4700000000000001,0.0,0.0,0.33999999999999997
 CHÁ MATE (ERVA MATE),0.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,0.0,0.0,-2.33,0.0,0.0,0.0,2.14
 ENLATADOS E CONSERVAS,0.21999999999999997,1.21,-0.25999999999999995,-3.27,0.88,0.33999999999999997,-0.12,0.42000000000000004,-1.8199999999999998,-2.2800000000000002,-0.20000000000000007,-1.2400000000000002,0.69,-0.53,1.3199999999999998,-1.6,-0.09999999999999999
 ALIMENTO INFANTIL,0.0,0.0,0.0,0.0,0.0,0.0,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41
 PALMITO EM CONSERVA,0.0,0.0,0.98,0.0,3.04,4.19,0.0,0.0,0.0,-1.3,-1.28,0.0,0.0,0.0,0.0,0.0,2.03
 PEPINO EM CONSERVA,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37
 SARDINHA EM CONSERVA,-0.14000000000000012,-0.6799999999999999,-0.61,-4.699999999999999,0.35000000000000003,0.6,-3.6399999999999997,-0.5800000000000001,-3.4299999999999997,-3.33,0.0,2.13,-0.52,0.09999999999999998,1.65,-0.74,-1.09
 SALSICHA EM CONSERVA,0.0,0.0,0.0,0.0,0.0,0.0,-0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13999999999999999
 SOPA DESIDRATADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.2299999999999995,0.0,0.0,0.84,0.0,0.0,0.0,-3.4599999999999995
 AZEITONA,0.8700000000000001,2.13,3.24,-0.18999999999999995,1.79,1.45,0.0,1.93,-4.53,-1.0900000000000003,0.23,-1.52,4.449999999999999,-1.6800000000000002,0.0,0.0,1.05
 MILHO-VERDE EM CONSERVA,-1.8399999999999999,2.4299999999999997,-3.2,-2.35,-2.4299999999999997,0.0,0.16999999999999998,1.06,-2.7,-3.29,0.41,-5.09,-0.84,-0.42,-1.05,-3.5,-1.6600000000000001
 ATUM EM CONSERVA,1.93,1.8900000000000001,0.0,0.10000000000000009,0.07,-2.9299999999999997,0.0,0.0,4.88,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.49
 SAL E CONDIMENTOS,0.95,0.16,-0.93,1.81,-0.39,0.71,1.3599999999999999,1.8900000000000001,-0.87,-0.6100000000000001,-1.3800000000000001,-1.73,1.13,0.76,1.6199999999999999,-0.5400000000000001,-0.08000000000000002
 LEITE DE COCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.95
 ATOMATADO,0.49999999999999994,-3.46,0.58,3.1900000000000004,0.42999999999999994,0.03,-2.81,3.7,3.09,0.76,-0.33,1.6400000000000001,-2.33,0.20999999999999996,-1.0899999999999999,0.21999999999999997,0.24
 ALHO,1.1399999999999997,0.0,-4.6499999999999995,-1.6,-0.15000000000000036,2.3200000000000003,7.130000000000001,0.9100000000000001,-5.4,3.15,-3.06,-2.73,3.79,0.64,4.54,-1.27,-0.28
 SAL,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18999999999999995,2.21,-1.48,-2.9699999999999998,2.58
 COLORAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35
 CALDO DE TUCUPI,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000002
 FERMENTO,0.0,-0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.09,0.0,0.0,0.0,0.0,0.0,0.0,-5.0200000000000005
 MAIONESE,0.0,4.859999999999999,1.5,3.2699999999999996,-3.99,1.65,4.970000000000001,-1.91,0.0,-1.46,0.0,-2.44,1.19,0.31,0.0,0.0,-0.67
 VINAGRE,0.0,-0.08000000000000002,0.0,0.6799999999999999,-0.45999999999999996,0.45999999999999996,-1.24,0.0,1.96,0.0,0.0,0.0,0.0,0.0,-1.2599999999999998,0.9800000000000002,-0.10999999999999999
 CALDO CONCENTRADO,0.0,-0.23000000000000004,0.0,3.33,0.0,0.0,0.0,1.15,-3.53,0.0,0.06,-0.48,0.0,0.0,0.0,0.0,-0.08999999999999997
 TEMPERO MISTO,0.0,3.0700000000000003,-0.15,2.37,0.9500000000000001,-1.26,-0.79,3.9499999999999997,1.51,-2.42,-1.18,-1.99,2.21,0.9099999999999999,2.1399999999999997,-1.73,0.5299999999999999
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.3,1.1400000000000001,1.02,0.8099999999999999,0.37,1.09,1.49,0.45999999999999996,1.24,1.1099999999999999,0.44999999999999996,1.15,1.23,1.22,1.2200000000000002,0.5900000000000001,0.74
 ALIMENTAÇÃO FORA DO DOMICÍLIO,0.3,1.1400000000000001,1.02,0.8099999999999999,0.37,1.09,1.49,0.45999999999999996,1.24,1.1099999999999999,0.44999999999999996,1.15,1.23,1.22,1.2200000000000002,0.5900000000000001,0.74
 REFEIÇÃO,0.6599999999999999,1.44,1.1800000000000002,0.77,0.39999999999999997,1.25,1.37,0.37000000000000005,1.55,1.1099999999999999,0.26999999999999996,1.34,1.62,1.2200000000000002,1.63,-0.04,0.8400000000000001
 LANCHE,-0.23000000000000004,0.46,0.53,0.86,0.5,0.73,1.75,0.39,-0.050000000000000044,0.98,0.8,0.9099999999999999,0.84,1.6400000000000001,0.6099999999999999,2.09,0.5700000000000001
 REFRIGERANTE E ÁGUA MINERAL,0.4,0.6300000000000001,3.6399999999999997,1.62,-2.08,1.16,2.7600000000000002,3.4299999999999997,1.63,0.8699999999999999,0.72,2.5500000000000003,0.6,1.1500000000000001,2.48,-0.13,0.2899999999999999
 CAFEZINHO,0.0,-0.83,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
 CERVEJA,0.18999999999999995,2.11,1.58,0.77,-0.6500000000000001,1.15,1.03,1.2599999999999998,2.63,2.25,0.65,1.08,0.55,-0.84,0.9500000000000001,0.9,0.8400000000000001
 OUTRAS BEBIDAS ALCOÓLICAS,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1500000000000001,-1.07,0.0,1.3800000000000001,0.0,0.07999999999999985
 VINHO,-6.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.15
 DOCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.13,0.0,0.0,0.0,0.0,2.76,-2.0300000000000002
 SORVETE,0.0,0.0,0.0,0.0,1.8099999999999998,0.0,0.0,-0.22000000000000003,1.21,0.83,-0.25,0.0,2.12,0.8200000000000001,0.0,0.38,1.23
 HABITAÇÃO,0.32,0.19,1.6099999999999999,0.94,0.6,0.39,0.55,1.1600000000000001,-1.8299999999999998,0.38,-0.13,0.22,1.18,1.1199999999999999,4.0600000000000005,0.8999999999999999,0.52
 ENCARGOS E MANUTENÇÃO,0.73,0.3999999999999999,2.05,0.10999999999999999,1.09,0.84,-0.13999999999999996,0.78,0.76,0.32,0.19,0.29,2.25,-0.020000000000000018,6.3,1.07,0.9299999999999999
 ALUGUEL E TAXAS,0.98,0.57,2.66,0.18,1.12,0.8200000000000001,-0.10999999999999999,1.17,0.8400000000000001,0.44999999999999996,0.35000000000000003,0.44,2.5300000000000002,0.55,11.92,1.24,1.1
 ALUGUEL RESIDENCIAL,0.74,1.27,1.53,0.61,1.22,0.5700000000000001,0.39,0.89,1.05,0.39,0.19,0.33,1.24,0.61,0.45000000000000007,1.35,0.99
 CONDOMÍNIO,1.7200000000000002,0.29000000000000004,1.5899999999999999,-0.42999999999999994,1.61,1.6,-0.8399999999999999,3.77,1.25,1.3399999999999999,1.48,1.09,1.67,2.12,2.48,2.48,1.4100000000000001
 TAXA DE ÁGUA E ESGOTO,0.0,0.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,30.5,0.0,0.94
 MUDANÇA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.92,0.0,0.0,0.0,-1.92
 REPAROS,0.08000000000000002,1.03,0.52,1.65,1.63,1.07,-0.18,-0.49,0.65,0.8300000000000001,0.25,-0.24,1.23,0.15,0.78,1.65,0.99
 FERRAGENS,0.0,0.0,0.0,0.0,0.0,0.0,-0.74,0.0,0.0,0.0,-0.38,0.0,0.0,-2.36,0.0,0.0,-0.73
 MATERIAL DE ELETRICIDADE,0.0,0.0,0.0,0.0,0.0,1.2200000000000002,0.0,0.0,0.0,-0.7599999999999999,0.0,0.0,0.0,0.0,3.61,0.0,0.46
 VIDRO,0.0,0.0,0.0,0.0,0.0,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.88
 TINTA,-0.9799999999999999,1.73,0.62,-0.19000000000000006,0.5700000000000001,1.9100000000000001,-0.5900000000000001,1.74,2.12,1.6,0.54,-0.13,2.15,0.39,0.15000000000000002,-0.8999999999999999,0.6900000000000001
 REVESTIMENTO DE PISO E PAREDE,-1.51,0.9099999999999997,-1.48,4.07,5.07,0.0,-0.9,-3.1399999999999997,-2.14,0.25000000000000006,0.15000000000000036,-1.02,0.0,-2.55,-0.22000000000000008,3.0,1.91
 MADEIRA E TACO,0.0,-0.8600000000000001,0.0,0.0,0.0,0.0,0.0,-0.96,0.0,0.0,0.0,0.0,0.0,2.0599999999999996,-1.02,0.0,-0.74
 CIMENTO,0.0,0.0,0.0,1.3699999999999999,0.0,0.0,-1.78,-2.18,0.6600000000000001,0.0,0.0,-4.4399999999999995,-1.52,-2.62,1.22,0.0,-0.76
 TIJOLO,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,-1.71,0.0,0.0,0.0,-0.49,-0.15999999999999992,0.0,2.05,1.48,0.0,-0.19999999999999996
 MATERIAL HIDRÁULICO,0.0,0.0,0.0,0.0,-1.49,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,0.0,0.5899999999999999,0.0,0.0,0.0,-1.1600000000000001
 MÃO DE OBRA,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
 AREIA,1.4300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,1.35,0.0,1.0299999999999998
 PEDRAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.17,0.0,0.0,6.17
 TELHA,0.0,0.36000000000000004,0.17000000000000004,1.37,0.0,0.0,1.28,0.0,0.0,-1.02,0.0,0.0,0.0,0.0,-0.83,0.0,0.08
 ARTIGOS DE LIMPEZA,-1.5,-1.98,-1.1600000000000001,-2.2,-0.2899999999999999,0.71,-0.23,-1.0,0.21000000000000002,-1.5899999999999999,-1.2,-0.54,1.21,-1.79,-1.17,-0.8800000000000001,-0.8400000000000001
 SACO PARA LIXO,0.0,-0.2400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.0,0.0,0.0,0.13
 ÁGUA SANITÁRIA,-0.7200000000000002,-0.30000000000000027,-0.09000000000000008,-6.9399999999999995,-2.19,-3.5,-0.25,-0.85,1.0,0.0,0.040000000000000036,0.0,0.37,1.62,-0.7799999999999998,0.06000000000000005,-1.42
 DETERGENTE,0.59,-2.16,-3.15,-0.8199999999999998,0.5700000000000001,-0.22999999999999998,-3.37,0.57,3.21,-0.67,-0.7000000000000001,1.28,2.5100000000000002,-0.31,0.0,-0.9299999999999999,-0.26
 SABÃO EM PÓ,-4.9399999999999995,-0.5799999999999998,-0.22000000000000003,-2.4,0.07,3.89,-0.25,-1.7400000000000002,0.02999999999999997,-3.9299999999999997,-0.8200000000000001,-0.6500000000000001,1.4500000000000002,-2.29,-0.68,0.08000000000000007,-1.02
 DESINFETANTE,1.52,-1.17,1.05,-2.3899999999999997,0.10999999999999999,0.56,1.82,-2.72,-0.55,-1.43,-0.1100000000000001,-3.48,0.0,0.0,-1.11,0.0,-0.24000000000000002
 SABÃO EM BARRA,4.38,0.0,-1.67,-3.1,0.0,0.0,0.06000000000000005,-2.07,-0.21000000000000002,0.0,0.0,-3.2800000000000002,0.5499999999999998,-5.19,-2.23,-4.32,-0.89
 ESPONJA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2599999999999998,0.0,-1.9900000000000002,0.0,0.0,0.0,0.0,-0.4800000000000001
 SABÃO LÍQUIDO,0.0,0.0,0.0,0.0,0.0,-0.16000000000000003,0.0,0.0,0.0,-2.56,0.0,0.0,0.0,0.0,0.0,0.43,-1.5899999999999999
 LIMPADOR MULTIUSO,0.0,-0.4600000000000004,0.0,0.0,1.65,-0.06000000000000005,0.0,0.0,0.0,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.9500000000000001
 PAPEL TOALHA,-3.3500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3500000000000005
 AMACIANTE E ALVEJANTE,0.4099999999999999,-3.73,-2.08,1.0000000000000002,-1.61,-0.22999999999999998,0.99,0.31999999999999995,-3.0599999999999996,1.23,-2.7,0.36000000000000004,0.3600000000000001,-0.18,-1.6700000000000004,-2.67,-1.3099999999999998
 COMBUSTÍVEIS E ENERGIA,-0.30000000000000004,-0.18999999999999997,0.94,2.05,-0.67,-0.7899999999999999,1.0899999999999999,1.75,-5.109999999999999,0.48999999999999994,-0.6699999999999997,0.11000000000000001,-0.03,1.82,2.2,0.63,-0.22
 COMBUSTÍVEIS (DOMÉSTICOS),-0.99,0.8099999999999999,0.75,0.77,0.030000000000000027,1.6800000000000002,-0.31,1.82,3.12,0.32000000000000006,0.96,-0.58,-0.13,0.44000000000000006,2.59,2.08,0.56
 CARVÃO VEGETAL,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1899999999999995,0.0,2.87
 GÁS DE BOTIJÃO,-0.65,0.8099999999999999,0.75,0.77,-0.29000000000000004,1.6800000000000002,-0.34,1.82,3.12,2.4400000000000004,0.96,-0.58,-0.13,0.44000000000000006,2.41,2.08,0.78
 GÁS ENCANADO,-1.66,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,-8.99,0.0,0.0,0.0,0.0,0.0,0.0,-1.18
 ENERGIA ELÉTRICA RESIDENCIAL,-0.11,-0.52,1.01,2.54,-0.91,-1.34,1.51,1.72,-8.709999999999999,0.5800000000000001,-1.19,0.30000000000000004,0.0,2.29,2.0,0.0,-0.5
 ENERGIA ELÉTRICA RESIDENCIAL,-0.11,-0.52,1.01,2.54,-0.91,-1.34,1.51,1.72,-8.709999999999999,0.5800000000000001,-1.19,0.30000000000000004,0.0,2.29,2.0,0.0,-0.5
 ARTIGOS DE RESIDÊNCIA,-0.10999999999999999,-0.41000000000000003,1.25,-0.39,0.38,-0.73,0.94,1.46,-0.33999999999999997,-0.5900000000000001,-0.56,-0.020000000000000004,-0.48,0.67,0.31999999999999995,0.76,0.15
 MÓVEIS E UTENSÍLIOS,-0.44000000000000006,-0.6599999999999999,1.76,-1.48,0.0,-1.52,0.96,1.67,-0.54,-0.39,-1.0,0.03,0.039999999999999994,-0.24,0.07999999999999996,1.6099999999999999,-0.03
 MOBILIÁRIO,0.47,-0.26,2.24,-1.31,0.28,-1.2800000000000002,3.3200000000000003,2.45,-0.99,-0.7999999999999999,-1.55,-0.75,-0.31000000000000005,0.10000000000000003,0.08999999999999997,2.9,0.24
 MÓVEL PARA SALA,1.4700000000000002,-0.95,3.51,0.029999999999999916,0.7000000000000001,-1.3599999999999999,1.68,0.92,-2.27,-0.8300000000000001,0.1399999999999999,1.49,-3.67,-0.75,2.71,2.94,0.51
 MÓVEL PARA QUARTO,-0.26,1.87,1.46,-2.46,-0.050000000000000044,-1.08,5.54,2.65,-1.9900000000000002,0.22999999999999976,-3.5999999999999996,-2.0500000000000003,0.31999999999999984,0.030000000000000027,0.8,4.4399999999999995,0.19
 MÓVEL PARA COPA E COZINHA,-0.1200000000000001,-1.74,2.0100000000000002,2.09,0.27,-1.76,1.27,3.55,2.33,-2.98,-2.36,-0.51,2.22,2.56,-4.26,0.30000000000000004,-0.12
 MÓVEL INFANTIL,0.0,0.0,0.0,-3.4,0.0,0.0,0.0,4.67,0.8899999999999999,1.08,2.96,0.0,-2.0799999999999996,-1.5200000000000002,-0.4999999999999998,-0.65,0.69
 COLCHÃO,0.0,-1.3499999999999999,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
 UTENSÍLIOS E ENFEITES,-2.75,-0.71,0.81,-0.35,-0.6199999999999999,-0.6799999999999999,-1.08,-1.3599999999999999,0.6799999999999999,-0.030000000000000027,0.39,1.02,1.51,-1.81,1.14,-1.95,-0.4
 ARTIGOS DE ILUMINAÇÃO,-7.23,-0.73,-1.25,-2.1,-1.62,0.09999999999999998,-2.6900000000000004,-2.33,0.39999999999999997,-1.71,0.0,0.0,0.38,0.0,1.91,-3.28,-1.69
