Variacoes - JANEIRO - FEVEREIRO,RJ,POA,BH,REC,SP,DF,BEL,FOR,SAL,CUR,GOI,VIT,CG,RB,SL,AJU,NACIONAL
 TAPETE,1.14,-3.4,0.0,0.0,-1.67,1.59,-1.42,0.0,-1.89,0.18999999999999995,1.59,2.31,-0.79,0.0,0.0,0.0,-0.81
 CORTINA,-4.91,2.07,2.5700000000000003,-0.9800000000000001,4.12,2.29,0.0,-4.74,0.8500000000000001,-1.69,-0.97,5.03,0.0,0.0,0.0,0.0,1.01
 UTENSÍLIOS DE METAL,-1.1400000000000001,1.4,0.9899999999999999,0.28,-1.8900000000000001,-1.54,1.14,-1.6900000000000002,1.9100000000000001,0.98,2.18,-0.9099999999999999,3.7199999999999998,-3.9699999999999998,3.14,-1.8800000000000001,-0.14999999999999997
 UTENSÍLIOS DE VIDRO E LOUÇA,0.0,0.0,0.18,1.78,-0.7799999999999998,-4.96,-2.02,1.0,0.8100000000000003,1.31,0.0,-5.49,-1.29,3.01,-4.17,1.0499999999999998,-0.5900000000000001
 UTENSÍLIOS DE PLÁSTICO,0.0,0.0,0.0,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.33000000000000007,-3.9000000000000004,-0.96
 FLORES NATURAIS,0.0,-7.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.08
 UTENSÍLIOS PARA BEBÊ,0.0,0.0,0.28,-1.42,0.0,0.0,0.0,3.09,0.0,0.0,-2.34,1.03,-0.30000000000000004,1.92,0.0,0.0,-0.30000000000000004
" CAMA, MESA E BANHO",-0.07000000000000006,-2.76,1.06,-5.390000000000001,-0.62,-5.18,-6.140000000000001,1.07,-0.72,1.2200000000000002,-2.0,2.0,-1.2200000000000002,1.35,-1.79,0.89,-0.9299999999999999
 ROUPA DE CAMA,-0.07000000000000006,-2.76,1.06,-6.41,-0.62,-5.18,-6.140000000000001,1.0,-0.72,1.2200000000000002,-2.0,2.0,-0.24,1.47,-1.79,0.89,-0.9199999999999999
 ROUPA DE BANHO,0.0,0.0,0.0,-2.56,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,-3.4699999999999998,0.86,0.0,0.0,-1.26
 APARELHOS ELETROELETRÔNICOS,-0.12,-0.4800000000000001,0.64,0.9999999999999999,0.8699999999999999,-0.040000000000000036,0.79,1.46,-0.41000000000000003,-1.01,0.05999999999999994,-0.52,-1.42,1.54,0.30999999999999994,-0.10000000000000009,0.27
 ELETRODOMÉSTICOS E EQUIPAMENTOS,-0.020000000000000018,-0.020000000000000018,0.42999999999999994,1.5300000000000002,0.010000000000000009,0.030000000000000027,0.52,2.22,-0.8300000000000001,-1.3599999999999999,0.7999999999999999,0.6200000000000001,0.30999999999999983,2.63,0.19000000000000017,-0.19999999999999996,0.1100000000000001
 REFRIGERADOR,0.41000000000000003,2.06,0.8000000000000003,2.73,0.62,2.04,-0.43,2.82,1.51,-0.6599999999999999,1.96,3.7,1.1099999999999999,1.66,-1.26,1.58,1.01
 AR-CONDICIONADO,2.6099999999999994,-6.52,0.0,3.74,-5.12,-0.47000000000000064,4.8100000000000005,-1.08,0.8799999999999999,5.9799999999999995,4.279999999999999,-0.8699999999999997,-2.76,1.7400000000000002,0.0,0.1200000000000001,-1.25
 MÁQUINA DE LAVAR ROUPA,-2.4699999999999998,-0.95,-1.1400000000000001,-0.6000000000000001,1.6900000000000002,-0.91,0.72,3.66,-1.7899999999999998,-3.69,-2.7,-1.9300000000000002,-2.57,3.01,0.5299999999999999,-1.07,-0.37
 VENTILADOR,0.0,0.0,0.0,4.39,0.0,0.0,-0.48,4.4399999999999995,0.0,0.0,0.0,0.0,5.34,4.199999999999999,3.57,-0.6600000000000001,3.01
 FOGÃO,-0.52,5.1899999999999995,2.08,-2.23,-0.3600000000000003,-2.9400000000000004,0.8999999999999999,0.6900000000000004,-5.93,-3.27,-1.47,0.020000000000000018,1.96,4.77,-0.029999999999999805,-3.3699999999999997,-0.4099999999999999
 CHUVEIRO ELÉTRICO,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53
" TV, SOM E INFORMÁTICA",-0.21999999999999997,-1.23,0.96,0.33999999999999997,2.09,-0.12000000000000002,1.1500000000000001,0.5399999999999998,0.32000000000000006,-0.47,-1.2799999999999998,-2.4,-4.82,-1.07,0.5,0.009999999999999787,0.52
 TELEVISOR,-0.36,-1.8199999999999998,-0.19999999999999996,-1.7200000000000002,2.32,-2.25,2.16,0.45999999999999996,0.7,0.73,2.05,-4.1899999999999995,-4.85,-2.99,1.08,-0.96,0.5
 APARELHO DE SOM,0.0,0.0,0.0,0.33999999999999997,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.5,0.009999999999999787,0.29999999999999993
 VIDEOGAME (CONSOLE),0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
 COMPUTADOR PESSOAL,0.040000000000000036,0.0,2.84,3.1799999999999997,1.73,1.98,-0.77,0.64,-0.42000000000000004,-2.09,-5.449999999999999,0.7899999999999999,-4.72,2.8800000000000003,-1.53,1.56,0.5599999999999999
 CONSERTOS E MANUTENÇÃO,1.5899999999999999,2.06,1.04,-1.1700000000000002,0.22999999999999998,1.3,1.56,0.030000000000000027,1.8900000000000001,0.02,-1.17,1.98,1.32,0.14000000000000012,1.99,-0.020000000000000018,0.6
 CONSERTOS E MANUTENÇÃO,1.5899999999999999,2.06,1.04,-1.1700000000000002,0.22999999999999998,1.3,1.56,0.030000000000000027,1.8900000000000001,0.02,-1.17,1.98,1.32,0.14000000000000012,1.99,-0.020000000000000018,0.6
 CONSERTO DE REFRIGERADOR,0.0,1.92,0.0,0.7000000000000002,0.0,0.0,0.21,0.0,4.57,0.0,-1.86,0.0,0.0,0.0,0.0,0.0,0.5
 CONSERTO DE TELEVISOR,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44
 CONSERTO DE MÁQUINA DE LAVAR ROUPA,0.0,0.9800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000001
 REFORMA DE ESTOFADO,-1.02,4.63,-1.8199999999999998,0.010000000000000009,0.8600000000000001,2.59,0.0,0.0,0.56,0.0,0.0,0.0,1.5799999999999998,1.9300000000000002,0.0,-0.7,0.7699999999999999
 CONSERTO DE APARELHO CELULAR,0.0,1.68,-1.91,-0.5,-3.16,-0.48,-2.61,3.6900000000000004,0.69,2.21,-0.15999999999999998,2.18,-3.65,-1.1199999999999999,2.27,-0.3500000000000001,-0.49
 CONSERTO DE BICICLETA,2.04,1.8,3.5100000000000002,-3.62,0.5000000000000001,0.55,4.35,-2.07,2.86,-0.54,-1.1900000000000002,2.16,4.58,0.1299999999999999,2.89,0.7500000000000001,0.86
 VESTUÁRIO,-1.24,-0.59,-0.5,-0.75,0.020000000000000018,-2.49,0.72,-1.31,-1.3,1.05,0.32000000000000006,-1.0,1.13,-0.43000000000000005,0.81,-0.18,-0.3
 ROUPAS,-1.63,-1.22,-0.94,-1.33,-0.09000000000000002,-3.1799999999999997,0.64,-2.45,-1.65,0.66,0.26,-1.9300000000000002,0.76,-1.09,0.4,-0.6699999999999999,-0.67
 ROUPA MASCULINA,-0.9900000000000002,0.030000000000000006,-0.06000000000000005,-1.79,0.5,-2.1,0.69,-2.1,-1.69,0.06999999999999995,1.22,-2.48,0.8200000000000001,-0.75,1.63,-0.21999999999999997,-0.2
 CALÇA COMPRIDA MASCULINA,-0.6499999999999999,0.08000000000000007,-0.050000000000000044,-2.4899999999999998,-0.5700000000000001,-3.1799999999999997,-0.33999999999999997,-0.94,-1.27,-0.97,-0.12,-4.49,0.4899999999999999,-3.44,2.95,-0.59,-0.73
 AGASALHO MASCULINO,0.0,0.030000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.53
 BERMUDA/SHORT MASCULINO,-0.86,0.38,-1.17,-1.98,-2.59,-0.89,1.9300000000000002,0.9600000000000001,-2.5,0.38,1.87,-1.0999999999999999,-0.94,-0.97,-1.01,-2.0900000000000003,-0.98
 CUECA,0.0,0.0,0.0,0.0,0.0,0.0,-0.6699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.48000000000000004,2.0,0.0,0.10999999999999999
 CAMISA/CAMISETA MASCULINA,-1.09,-0.040000000000000036,0.21999999999999997,-1.3399999999999999,1.64,-1.8099999999999998,0.8600000000000001,-3.75,-1.4499999999999997,0.42,1.81,-2.08,1.4400000000000002,0.96,2.67,0.69,0.24
 ROUPA FEMININA,-2.1100000000000003,-2.17,-1.95,-1.42,-0.66,-4.65,1.75,-3.4,-1.44,0.6399999999999999,-0.07,-2.5,0.14,-1.89,-1.05,-2.16,-1.2
 CALÇA COMPRIDA FEMININA,-4.890000000000001,0.23000000000000004,-4.25,-3.54,-1.9900000000000002,-4.68,2.51,-4.6899999999999995,-3.4,0.97,0.47,-2.51,-2.27,-2.33,-3.6100000000000003,-2.62,-2.08
 AGASALHO FEMININO,0.0,-2.17,1.5899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.3700000000000001,0.0,0.0,0.14,0.0,0.0,0.0,-0.59
 SAIA,0.0,0.0,0.0,-3.01,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,-4.6899999999999995,-0.4999999999999999,0.6400000000000001,-0.53
 VESTIDO,-3.81,-4.59,-1.67,0.8899999999999999,-1.54,-5.5600000000000005,-0.74,-5.35,-1.05,-1.6600000000000001,-1.6500000000000001,-2.9699999999999998,-0.29000000000000004,-0.73,-0.9400000000000002,-2.66,-2.14
 BLUSA,0.2899999999999998,-3.37,-1.0799999999999998,-1.3800000000000001,-0.03999999999999998,-4.09,3.4,-3.2,-2.3,1.47,-0.20000000000000007,-2.8800000000000003,1.29,-2.1,-0.4700000000000001,-3.71,-0.73
 LINGERIE,0.0,-1.56,-0.6299999999999999,-0.9100000000000001,2.3,0.0,2.51,-2.03,1.9500000000000002,0.33999999999999997,-0.69,0.0,2.12,-1.65,0.58,1.98,0.9099999999999999
 BERMUDA/SHORT FEMININO,-2.05,0.0,-2.44,-1.38,0.0,0.0,1.26,0.10000000000000009,0.15999999999999992,0.84,2.76,1.0899999999999999,1.8399999999999999,-1.8,0.039999999999999813,1.0399999999999998,-0.17
 ROUPA INFANTIL,-1.79,-1.32,-0.08000000000000007,-0.030000000000000027,0.07,-1.73,-2.0,-0.52,-2.0,1.73,-0.97,0.37,1.95,-0.15,0.66,1.87,-0.35
 UNIFORME ESCOLAR,0.0,0.0,4.81,4.97,4.109999999999999,2.7600000000000002,-2.0100000000000002,3.0700000000000003,0.0,0.52,2.59,3.88,0.0,0.0,5.52,5.07,2.85
 CALÇA COMPRIDA INFANTIL,0.0,-1.67,-3.39,0.0,-1.26,-1.28,0.0,0.0,-0.7899999999999999,3.97,1.12,0.0,3.58,-2.1500000000000004,0.18,0.0,-0.75
 AGASALHO INFANTIL,0.0,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32
 VESTIDO INFANTIL,-4.05,-1.47,-0.5900000000000001,-5.75,0.0,-5.46,-2.5,-2.08,-3.9699999999999998,0.0,-1.53,-2.99,1.79,-0.3600000000000001,-2.1100000000000003,0.72,-2.5500000000000003
 BERMUDA/SHORT INFANTIL,-0.82,0.0,0.0,3.0,-2.16,0.0,0.9000000000000001,-2.45,-1.81,0.0,0.0,0.9900000000000001,1.1700000000000002,-0.7999999999999999,1.8599999999999999,0.8299999999999998,-0.98
 CAMISA/CAMISETA INFANTIL,-1.3900000000000001,0.47999999999999987,-0.6399999999999999,0.77,0.4,-4.28,-3.6799999999999997,-1.1,-0.5399999999999999,2.25,-3.94,0.9199999999999999,2.2600000000000002,-1.35,0.37,1.41,-0.15000000000000002
 CONJUNTO INFANTIL,-2.37,-3.73,0.30000000000000004,-1.9400000000000002,-1.04,-2.1799999999999997,-0.9,0.1299999999999999,-2.67,0.68,-2.4299999999999997,-0.42000000000000004,1.3399999999999999,4.02,-1.2200000000000002,0.41999999999999993,-1.1600000000000001
 CALÇADOS E ACESSÓRIOS,-0.18,0.73,0.54,0.5,0.45,-1.22,0.8699999999999999,0.7699999999999999,-0.41,2.1500000000000004,0.7799999999999999,1.53,2.02,1.46,1.59,0.69,0.59
 CALÇADOS E ACESSÓRIOS,-0.18,0.73,0.54,0.5,0.45,-1.22,0.8699999999999999,0.7699999999999999,-0.41,2.1500000000000004,0.7799999999999999,1.53,2.02,1.46,1.59,0.69,0.59
 SAPATO MASCULINO,-2.07,-2.16,0.029999999999999805,0.96,0.98,2.59,3.4299999999999997,1.34,1.88,0.30000000000000004,3.1399999999999997,2.45,1.12,1.81,1.77,0.030000000000000027,0.84
 SAPATO FEMININO,0.81,1.06,2.3899999999999997,-0.8899999999999999,-0.32,-1.13,1.76,0.45000000000000007,-3.1399999999999997,2.6700000000000004,0.56,0.06999999999999995,1.7199999999999998,1.21,3.71,-0.5299999999999999,0.54
 SAPATO INFANTIL,0.0,0.0,0.0,5.300000000000001,0.0,0.0,0.8999999999999999,0.0,2.9400000000000004,-0.91,-1.2600000000000002,0.0,0.9100000000000001,2.06,1.92,2.48,1.4
 BOLSA,-1.12,2.15,-1.01,1.9200000000000002,0.0,-3.84,-1.0,-2.6500000000000004,-1.29,1.05,0.08000000000000007,0.0,4.22,4.4,-0.9199999999999999,-2.98,-0.36
 MOCHILA,0.0,0.0,0.0,2.4000000000000004,0.0,0.0,0.7599999999999999,0.7200000000000001,0.0,0.0,0.0,0.0,0.0,2.3,-1.42,0.0,0.8099999999999999
 TÊNIS,-0.36,1.53,0.040000000000000036,-0.20999999999999996,1.1300000000000001,-1.7899999999999998,-1.35,1.54,1.5899999999999999,2.99,1.62,2.38,3.2399999999999998,2.45,3.5700000000000003,2.8600000000000003,1.08
 SANDÁLIA/CHINELO,0.73,-1.06,0.3699999999999999,-0.12999999999999995,-1.28,-2.75,-0.6000000000000001,1.1,-3.2600000000000002,2.41,-1.9100000000000001,0.30000000000000004,0.51,-2.5,0.3899999999999999,0.5700000000000001,-0.52
 JOIAS E BIJUTERIAS,-1.85,0.9000000000000001,0.2,-0.7,-0.6300000000000001,-0.5800000000000001,1.12,4.12,-1.39,1.4,-0.47,-0.6799999999999999,1.46,-0.24,1.69,1.63,-0.030000000000000027
 JOIAS E BIJUTERIAS,-1.85,0.9000000000000001,0.2,-0.7,-0.6300000000000001,-0.5800000000000001,1.12,4.12,-1.39,1.4,-0.47,-0.6799999999999999,1.46,-0.24,1.69,1.63,-0.030000000000000027
 BIJUTERIA,0.0,0.0,0.97,0.0,0.0,-1.0100000000000002,0.0,0.0,-0.18999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.17999999999999994
 JOIA,-2.19,1.3,-0.15,-0.9799999999999999,-0.08000000000000007,-0.3999999999999999,1.3,3.4299999999999997,0.0,1.6,-0.6199999999999999,-0.9800000000000001,1.46,-1.31,2.15,3.65,0.19000000000000006
 RELÓGIO DE PULSO,-1.1300000000000001,-0.10000000000000009,0.0,-0.2899999999999998,-2.37,0.0,0.67,5.41,-2.7800000000000002,0.79,0.22999999999999998,-0.020000000000000018,0.0,0.42999999999999994,0.3400000000000001,0.30000000000000004,-0.75
 TECIDOS E ARMARINHO,-3.71,-0.3600000000000003,0.30000000000000004,0.1499999999999999,-0.7,0.92,0.31999999999999995,-1.57,-1.2,-2.31,-1.55,-0.25,-0.79,-4.4,2.37,3.87,-0.56
 TECIDOS E ARMARINHO,-3.71,-0.3600000000000003,0.30000000000000004,0.1499999999999999,-0.7,0.92,0.31999999999999995,-1.57,-1.2,-2.31,-1.55,-0.25,-0.79,-4.4,2.37,3.87,-0.56
 TECIDO,-3.71,-0.4299999999999997,0.26,0.1499999999999999,-1.1,0.92,0.31999999999999995,-1.57,-1.2,-3.87,-1.19,-0.63,-0.79,-4.4,2.37,3.87,-0.6699999999999999
 ARTIGOS DE ARMARINHO,0.0,-0.25,0.37,0.0,0.20999999999999996,0.0,0.0,0.0,0.0,0.20000000000000018,-2.42,0.3899999999999999,0.0,0.0,0.0,0.0,-0.030000000000000027
 TRANSPORTES,0.56,-1.05,0.57,0.9500000000000001,-0.29999999999999993,-1.5499999999999998,-1.22,-0.38999999999999996,0.45000000000000007,1.04,1.82,-0.56,0.2799999999999999,-1.05,1.5699999999999998,2.2399999999999998,0.06999999999999995
 TRANSPORTES,0.56,-1.05,0.57,0.9500000000000001,-0.29999999999999993,-1.5499999999999998,-1.22,-0.38999999999999996,0.45000000000000007,1.04,1.82,-0.56,0.2799999999999999,-1.05,1.5699999999999998,2.2399999999999998,0.06999999999999995
 TRANSPORTE PÚBLICO,-2.13,-10.94,-1.8800000000000001,-4.92,-5.01,-17.05,-8.96,-5.4399999999999995,-4.43,-9.91,-10.98,-9.59,-6.57,-13.879999999999999,-2.5599999999999996,-5.12,-6.12
 ÔNIBUS URBANO,0.0,0.0,15.89,0.0,-2.9700000000000006,0.0,0.0,0.0,0.0,0.0,0.0,4.49,0.0,7.23,0.0,0.0,0.9899999999999999
 TÁXI,4.2,0.0,5.9,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900000000000001
 TREM,-3.65,0.0,0.0,0.0,13.540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23
 ÔNIBUS INTERMUNICIPAL,2.61,1.49,-0.5300000000000001,1.61,13.52,0.0,-1.4100000000000001,0.0,2.7800000000000002,13.27,0.09999999999999998,5.32,-0.57,0.03,2.9299999999999997,0.0,5.49
 ÔNIBUS INTERESTADUAL,0.5799999999999996,0.0,4.17,8.33,-1.67,-1.15,3.7699999999999996,0.53,1.61,4.49,1.11,2.45,5.119999999999999,-2.7200000000000006,-0.74,-0.45999999999999996,1.23
 PASSAGEM AÉREA,-15.27,-32.3,-37.28,-24.12,-18.619999999999997,-31.36,-33.739999999999995,-29.58,-29.33,-27.78,-40.269999999999996,-33.77,-33.81,-36.03,-30.509999999999998,-25.17,-25.93
 METRÔ,0.0,0.0,0.0,0.0,13.540000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.54
 TRANSPORTE ESCOLAR,0.0,0.0,0.51,4.74,4.07,1.05,0.0,0.0,7.6,5.26,0.0,4.04,1.61,0.0,0.0,0.24,3.11
 TRANSPORTE POR APLICATIVO,-0.11000000000000032,-8.31,-8.969999999999999,0.5900000000000007,-11.98,1.6,0.0,-5.02,4.029999999999999,0.0,0.18999999999999995,-11.97,-4.33,0.0,-1.4500000000000002,-4.38,-6.1
 INTEGRAÇÃO TRANSPORTE PÚBLICO,0.0,0.0,0.0,0.0,3.0199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0199999999999996
 VEÍCULO PRÓPRIO,0.77,0.1,0.84,-0.16999999999999998,0.52,0.8999999999999999,0.56,0.4,1.1,0.64,0.29,0.51,0.06999999999999995,-0.03,1.5499999999999998,0.43000000000000005,0.55
 AUTOMÓVEL NOVO,0.32999999999999996,0.0,1.01,1.21,1.1099999999999999,-0.16,0.75,1.31,0.74,1.33,-0.18000000000000002,0.15000000000000002,2.1,0.46,-0.43,1.49,0.81
 EMPLACAMENTO E LICENÇA,-0.24,0.48,-0.32,-3.9299999999999997,-0.04,1.64,-0.26,-0.25,0.78,-0.56,-1.44,-0.18,-0.24,-0.24,1.64,-0.2,-0.19
 SEGURO VOLUNTÁRIO DE VEÍCULO,1.68,-1.28,1.2700000000000005,-4.88,1.5499999999999998,2.48,5.4,0.9700000000000001,1.2000000000000002,0.3500000000000001,0.20000000000000018,3.58,-4.73,1.1,1.1,-5.32,0.95
 MULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 ÓLEO LUBRIFICANTE,0.0,-2.33,-0.52,-0.79,1.89,-0.54,-1.36,-0.64,-0.42000000000000004,1.9899999999999998,1.1099999999999999,0.0,2.59,-2.73,-1.8299999999999998,1.31,0.25
 ACESSÓRIOS E PEÇAS,-0.31000000000000005,-0.44,-0.36,0.050000000000000044,1.52,1.93,-0.42000000000000004,0.11999999999999988,3.1500000000000004,1.1,-0.25,0.020000000000000018,0.49,-3.7800000000000002,0.3699999999999999,1.77,0.78
 PNEU,0.0,-1.1600000000000001,-0.16999999999999993,-0.24,-1.0300000000000002,-2.17,-3.7300000000000004,-3.9399999999999995,-0.09000000000000002,-0.3500000000000001,-0.9500000000000001,-1.17,1.0899999999999999,0.6099999999999999,0.8300000000000001,-0.8300000000000001,-0.98
 CONSERTO DE AUTOMÓVEL,3.58,0.6,3.14,0.8999999999999999,-1.1300000000000001,1.8199999999999998,3.55,0.8300000000000001,0.99,1.95,3.7800000000000002,1.85,-0.6399999999999999,-0.57,2.3,1.67,1.02
 ESTACIONAMENTO,0.0,-1.03,0.0,0.0,3.08,0.0,0.0,0.0,4.15,1.02,0.0,0.0,0.0,0.0,0.0,0.0,2.52
 PEDÁGIO,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001
 AUTOMÓVEL USADO,0.81,0.42000000000000004,0.12,0.0,0.87,0.97,-0.56,-0.43,0.040000000000000036,-0.15,0.18000000000000002,-0.24000000000000002,-1.81,-0.49,0.51,-1.4100000000000001,0.33
 PINTURA DE VEÍCULO,0.0,0.0,1.7400000000000002,-0.96,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
 ALUGUEL DE VEÍCULO,3.7300000000000004,0.0,0.0,0.0,0.0,0.0,3.38,0.0,17.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.69
 MOTOCICLETA,2.35,-0.33000000000000007,1.2200000000000002,3.4099999999999997,1.65,2.65,1.96,0.43999999999999995,2.2,0.43,2.5,1.8699999999999999,2.99,0.91,4.24,1.08,1.7000000000000002
 COMBUSTÍVEIS (VEÍCULOS),3.08,2.0700000000000003,1.4300000000000002,6.46,0.6300000000000001,3.54,-0.020000000000000018,0.86,3.0,4.94,7.8100000000000005,1.2799999999999998,2.1,1.3599999999999999,3.8499999999999996,10.93,2.54
 GASOLINA,2.66,2.19,1.62,6.74,0.6600000000000001,3.9400000000000004,0.040000000000000036,1.02,2.9499999999999997,4.87,7.34,1.4200000000000002,2.29,1.3199999999999998,4.359999999999999,11.29,2.62
